tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,Activity
0.97341658,-0.085327559,0.078313194,-0.02851918,-0.077041685,0.094375622,2
0.97297677,-0.086821658,0.076091752,-0.027899065,-0.073278445,0.087753427,2
0.96071083,-0.19882948,-0.071696071,0.011824561,0.17299926,-0.20296939,2
0.97106027,-0.16844534,-0.060894677,-0.010751436,0.083040984,-0.088313111,2
0.96936545,-0.16629927,-0.055793108,-0.015743914,-0.010898296,0.026272606,2
0.97012628,-0.16770841,-0.054525227,-0.026859192,-0.064322481,0.084318882,2
0.97079869,-0.1671893,-0.051238829,-0.033383989,-0.081983593,0.099892684,2
0.9710908,-0.16610527,-0.049721366,-0.031502127,-0.083438542,0.1016048,2
0.97079368,-0.1650581,-0.048831169,-0.030894479,-0.087922181,0.097873567,2
0.97046457,-0.16582243,-0.047279644,-0.029025514,-0.081259186,0.088676415,2
0.97076148,-0.16557491,-0.044935742,-0.027342785,-0.081366582,0.089762218,2
0.70604169,0.32259807,0.40463377,-0.07307615,-0.29420627,0.34202678,1
0.63105437,0.47287212,0.42184743,-0.082024501,-0.24068295,0.34346851,1
0.63412552,0.46349958,0.39707357,-0.060085056,-0.14879859,0.24886185,1
0.63343601,0.46796927,0.39387052,-0.04009551,-0.087175098,0.17126659,1
0.63005898,0.47421196,0.39269276,-0.028567454,-0.068491312,0.1135726,1
0.63172471,0.47250521,0.39127408,-0.0246542,-0.059009463,0.096847802,1
0.63457249,0.4700153,0.39092743,-0.025772238,-0.066638035,0.070995562,1
0.63850059,0.4678515,0.38948897,-0.026591303,-0.073968026,0.06418272,1
0.8467426,0.27673906,0.251297,-0.27051525,-0.42653266,-0.58075153,1
0.88200089,0.24453242,0.21268816,-0.18651662,-0.23861256,-0.34036878,1
0.87690635,0.25783755,0.19910479,-0.099181658,-0.13710492,-0.10403947,1
0.87745298,0.26128326,0.19640477,-0.045885368,-0.069800763,0.036421015,1
0.87566424,0.26738417,0.19389266,-0.021787145,-0.053591761,0.11489532,1
0.87365732,0.27157411,0.19455963,-0.017004526,-0.053095977,0.12890666,1
0.87318392,0.27280941,0.1957847,-0.019372641,-0.058051317,0.11317953,1
0.87149473,0.27407366,0.19838978,-0.022782271,-0.072866657,0.10271085,1
0.87082972,0.27478364,0.19946557,-0.025585224,-0.075497872,0.089290471,1
0.86951711,0.27625678,0.20085386,-0.027590459,-0.073310684,0.085051931,1
0.86649195,0.2787273,0.20391457,-0.027072694,-0.078401053,0.086537778,1
0.86583732,0.27915865,0.20395708,-0.027963224,-0.075058445,0.081561123,1
0.86520721,0.28031248,0.20408444,-0.028510098,-0.076577445,0.086769039,1
0.8644782,0.28213902,0.20633046,-0.028032828,-0.077505898,0.085946713,1
-0.30032733,0.82990711,0.53828987,0.11772375,0.14668342,0.63026299,3
-0.26857692,0.82859109,0.52101065,0.069195593,0.032834109,0.31594136,3
-0.26846507,0.83337095,0.51714919,0.018990198,-0.048966146,0.13301282,3
-0.27045841,0.83215123,0.51917043,-0.014014262,-0.081485676,0.057782512,3
-0.26890825,0.83229068,0.51854781,-0.031060618,-0.090676336,0.044299359,3
-0.26953439,0.83215592,0.52014149,-0.033467739,-0.091014871,0.056117211,3
-0.26841337,0.83148363,0.52086215,-0.033230832,-0.078908064,0.071759213,3
-0.26686868,0.83068169,0.52002783,-0.030471932,-0.074663176,0.081074955,3
-0.26688994,0.82996017,0.52040935,-0.027752346,-0.071641993,0.085601118,3
-0.26756102,0.83050237,0.5208577,-0.027540756,-0.073277094,0.087978838,3
-0.2684228,0.83091419,0.52163277,-0.026754187,-0.075683206,0.087786572,3
-0.2684292,0.83134933,0.52178484,-0.027485623,-0.074034253,0.087493969,3
-0.2681635,0.8313917,0.52203495,-0.026696444,-0.074181703,0.083207834,3
-0.36404988,0.90277857,0.39435297,0.14188968,0.18024713,0.34308991,3
-0.33041486,0.90671472,0.38057993,0.048162463,0.017453198,0.17808004,3
-0.3337458,0.9082933,0.38069778,-0.008574403,-0.070857505,0.094669995,3
-0.33683478,0.90631988,0.38444241,-0.031899053,-0.10805248,0.062583359,3
-0.33652416,0.90663971,0.38352588,-0.040323082,-0.10046016,0.063863702,3
-0.33613806,0.90772163,0.38133871,-0.037898225,-0.085568135,0.074305591,3
-0.33612984,0.90754055,0.3825664,-0.031676712,-0.086637712,0.080085315,3
-0.33413193,0.90729549,0.38302099,-0.03029006,-0.077435741,0.084208881,3
-0.33186229,0.90688513,0.38100966,-0.027929097,-0.073453683,0.086883605,3
-0.33123871,0.90635496,0.38011847,-0.026912934,-0.075035528,0.085859318,3
-0.33130913,0.90658863,0.38024083,-0.027478137,-0.07100565,0.086931029,3
-0.33180413,0.90669604,0.38097006,-0.026126072,-0.07527915,0.085877258,3
0.95730895,-0.25662443,-0.038469542,0.18507787,-0.16309798,-0.030612671,4
0.95198985,-0.27557584,-0.035229247,0.084433696,-0.08985634,0.082532491,4
0.95542563,-0.27241976,-0.031714047,0.029676592,-0.13267251,0.062406445,4
0.95769826,-0.27415419,-0.017070672,0.043591195,-0.25353731,0.1313146,4
0.94804902,-0.2796209,-0.010462153,0.015668288,-0.1481468,0.10838494,4
0.93439626,-0.27945271,-0.013498866,-0.12691807,0.000439406,0.0731295,4
0.93494854,-0.2727841,-0.018000221,-0.12607435,0.013592172,0.11883508,4
0.94339482,-0.26984838,-0.022981426,-0.040279993,-0.023257763,0.078252927,4
0.94883192,-0.26990527,-0.026500206,0.037881685,-0.099409445,0.043764365,4
0.9493663,-0.26259897,-0.026426092,0.058122385,-0.1635405,0.13840273,4
0.94870618,-0.26428595,-0.026985087,-0.01035148,-0.12328242,0.11295188,4
0.9498149,-0.27268955,-0.028180876,-0.099423947,-0.046872575,0.029527946,4
0.95000795,-0.26971161,-0.032846269,-0.12566855,0.020563863,0.059661905,4
0.9638192,-0.23553427,-0.024752292,0.39948117,-0.28065779,-0.042935756,4
0.95643271,-0.27088984,-0.034127024,0.030864487,-0.11922074,0.062155748,4
0.95388678,-0.27861461,-0.04175225,-0.079323618,0.0222693,0.11024752,4
0.94943008,-0.27881657,-0.019986562,-0.00010357,-0.079202614,0.052740248,4
0.94657915,-0.27902394,0.004319581,0.058568389,-0.23452344,0.11732996,4
0.94897024,-0.27194815,-0.002829569,0.017418908,-0.17966401,0.082279674,4
0.95397788,-0.27350889,-0.012150391,-0.11192472,0.031787643,0.069117691,4
0.95936111,-0.27057968,-0.00437676,-0.12144947,-0.007760976,0.12564108,4
0.95703256,-0.26433392,9.46E-05,0.016476155,-0.098246173,0.084986423,4
0.94816291,-0.26603379,-0.005905889,0.02198428,-0.07203006,0.049265298,4
0.9278629,-0.30948292,-0.021121258,0.28206859,-0.21291019,-0.065007993,4
0.91694761,-0.21851499,0.053681652,-0.098972794,-0.025969411,0.0354743,5
0.92989378,-0.22128405,0.051879044,-0.34289819,0.00366407,0.020415723,5
0.94928294,-0.21086088,0.035126909,-0.39530392,0.10914025,0.000177868,5
0.94667298,-0.22147832,0.021537576,-0.025775772,-0.10374593,0.15165553,5
0.95366181,-0.2321118,0.009145725,-0.11463369,-0.060568319,0.11655015,5
0.94430729,-0.24259626,-0.006047841,0.034388953,-0.023686177,0.10242051,5
0.92652446,-0.24903156,0.010476736,0.39922921,-0.19297402,0.14224331,5
0.92233952,-0.23723637,0.029406186,-0.56147249,0.15557584,0.033864994,5
0.9330105,-0.22533597,0.010737786,-0.81564987,0.38478437,0.13092734,5
0.93710746,-0.22003075,-0.01806856,-0.53178177,0.28206764,0.11174665,5
0.93637586,-0.23283635,-0.01398706,-0.19134322,-0.011361023,0.042787486,5
0.95226066,-0.23886458,-0.023662967,-0.047717835,-0.12427932,0.097620634,5
0.95294056,-0.2426205,-0.029538445,0.4420355,-0.35402609,0.11691552,5
0.93430161,-0.19981232,-0.013299969,0.35397047,-0.25719277,0.067294648,5
0.93575128,-0.19481296,0.022135505,-0.24354714,0.051403499,0.13111759,5
0.94365319,-0.20280633,-0.005452989,-0.40366391,-0.022585108,-0.001914039,5
0.96255732,-0.21103396,-0.009756335,-0.32698796,-0.14877844,-0.036169618,5
0.95292892,-0.21027085,0.000756966,-0.089149654,-0.09004759,0.12968372,5
0.92546225,-0.20941138,0.001459331,0.41257245,-0.31086101,0.12961435,5
0.9357858,-0.20740314,0.015019421,0.35803862,-0.17798211,0.0626415,5
0.94062417,-0.28349655,0.02116382,0.59868143,-0.54933905,0.019787063,6
0.91412717,-0.30915386,-0.003319767,0.49758751,-0.58078137,-0.072426557,6
0.90922037,-0.33326651,-0.017547338,0.61457126,-0.624279,-0.15154556,6
0.913765,-0.33377819,-0.004816762,0.21365945,-0.25617839,0.11427668,6
0.90690319,-0.33292416,0.001597907,0.063286126,0.01097725,0.093286484,6
0.91373393,-0.33636513,0.00332322,-0.042903486,0.1486305,0.15985615,6
0.9098421,-0.33512967,-0.001662306,-0.48644752,0.25127988,0.24081084,6
0.94217161,-0.29364936,0.027791607,0.53373836,-0.7702705,-0.068893709,6
0.91186786,-0.3250834,-0.005491425,0.44671184,-0.59768332,-0.17199876,6
0.89150615,-0.32901939,-0.028682693,0.43999289,-0.39900036,0.03312978,6
0.90630104,-0.30688859,-0.016807735,0.098164425,0.025069682,0.27847455,6
0.91208994,-0.30887313,-0.011967437,0.082493879,0.07448284,0.13857935,6
0.90350529,-0.31843992,-0.007131758,-0.048163262,-0.10967635,0.10941616,6
0.90786119,-0.31797876,-0.01139377,-0.44550305,0.017370902,0.068959564,6
0.94689671,-0.28962741,0.010742487,0.5347541,-0.69305978,-0.12069248,6
0.91814694,-0.31633647,0.005302996,0.48134766,-0.51859059,-0.19164667,6
0.88510984,-0.3199428,-0.003907743,0.4756299,-0.465186,0.049247755,6
0.88543534,-0.31346649,0.026248911,0.11000387,-0.056773966,0.30018309,6
0.90243826,-0.32812758,0.033518046,0.072156802,0.042832994,0.13690037,6
0.90085716,-0.3312497,0.013094925,-0.07968026,-0.071158768,0.11101627,6
0.90222833,-0.31470521,-0.008750362,-0.46361628,0.10761228,0.10329763,6
0.97481565,-0.034986137,-0.12779191,0.09020465,0.39595279,-0.038983575,2
0.9798308,-0.000786939,-0.052914818,0.045879088,0.15964844,0.062703841,2
0.97181667,-0.018790405,-0.075014101,0.002176477,0.010077062,0.10017894,2
0.97272444,-0.020835513,-0.088376144,-0.027455907,-0.066400625,0.10381721,2
0.97254016,-0.023373862,-0.090890191,-0.033064377,-0.091257085,0.095935626,2
0.97230985,-0.024101628,-0.088889338,-0.0337308,-0.093536792,0.090262316,2
0.97242176,-0.023009683,-0.087121946,-0.031618245,-0.086913982,0.087465473,2
0.97302043,-0.021573857,-0.085536832,-0.029601287,-0.09043754,0.091352377,2
0.97294011,-0.021570787,-0.085900551,-0.027834602,-0.086452236,0.090862863,2
0.97248663,-0.024089715,-0.092693656,-0.028358089,-0.067036539,0.082239134,2
0.97206278,-0.025140281,-0.096630968,-0.030629084,-0.067246668,0.08244036,2
0.97221292,-0.023732069,-0.093503019,-0.028054571,-0.073202742,0.085739003,2
0.97271867,-0.022657029,-0.093047244,-0.025262874,-0.069254191,0.085522998,2
0.97240935,-0.021839982,-0.092814606,-0.026077206,-0.076085846,0.08738898,2
0.97192376,-0.022183486,-0.09242478,-0.027245183,-0.073528345,0.084517167,2
0.97196148,-0.022124773,-0.09183795,-0.027199887,-0.075709714,0.087147259,2
0.88636891,-0.12768418,-0.18002534,-0.025102967,0.43867277,-0.29213656,2
0.89554658,-0.14152659,-0.33516936,0.007143593,0.28269851,-0.07571852,2
0.91659868,-0.1086661,-0.29685382,-0.005846426,0.11933741,0.014040013,2
0.921309,-0.1122441,-0.28669233,-0.019783734,-0.005249615,0.067326221,2
0.92319651,-0.11312337,-0.28316255,-0.031814691,-0.080362257,0.098510663,2
0.92395964,-0.11207401,-0.27943788,-0.037313594,-0.096843937,0.10581453,2
0.92339463,-0.1128637,-0.27984591,-0.031420741,-0.086094121,0.090952475,2
0.92475878,-0.11180221,-0.27612008,-0.025551856,-0.089417141,0.093107467,2
0.92670068,-0.11066925,-0.27185205,-0.039977552,-0.048258274,0.092615425,2
0.92993542,-0.11091709,-0.26389889,-0.024174041,-0.054033277,0.082862522,2
0.93618336,-0.10788045,-0.24642117,-0.016654992,-0.12465629,0.094616748,2
0.93597957,-0.11049976,-0.24670919,-0.02752224,-0.10508327,0.087636379,2
0.9309498,-0.11715847,-0.26043599,-0.02180197,-0.064575016,0.074343935,2
0.93078121,-0.11780865,-0.26141594,-0.030745219,-0.066472923,0.081704638,2
0.93203896,-0.11674486,-0.25892709,-0.031192325,-0.070226149,0.086468348,2
0.93180089,-0.11649767,-0.25840509,-0.02895208,-0.067661524,0.089115975,2
0.81973844,0.16302455,0.37564288,-0.05881764,-0.36346746,0.28863058,1
0.77332496,0.24090574,0.45337523,-0.050766903,-0.32090627,0.2675312,1
0.77247144,0.22825269,0.43450925,-0.03833337,-0.21823414,0.19778624,1
0.77275679,0.22886094,0.43748195,-0.031456417,-0.1295878,0.13041442,1
0.77146493,0.23075393,0.43809239,-0.028112591,-0.079899137,0.091583402,1
0.77081776,0.23041212,0.43789274,-0.026810424,-0.064306325,0.080388047,1
0.77261864,0.22955444,0.43663141,-0.027932981,-0.057842697,0.074816408,1
0.7731937,0.22939335,0.43655672,-0.027028948,-0.063877987,0.079002023,1
0.7715556,0.2297814,0.43871778,-0.027285974,-0.066683265,0.08220028,1
0.76999257,0.23055774,0.44042566,-0.026658876,-0.077210748,0.08812331,1
0.76867889,0.23124141,0.44143152,-0.027618873,-0.074847412,0.093257421,1
0.99154906,0.043526671,0.067545729,-0.34918649,0.33883786,-0.39703949,1
0.95555068,0.075706341,0.09048999,-0.22333628,0.1574682,-0.16434917,1
0.95733505,0.086598047,0.088654852,-0.11193102,0.024650672,0.010693102,1
0.95934409,0.083631148,0.093113203,-0.045059028,-0.070518873,0.090675562,1
0.95626679,0.084559225,0.1015609,-0.017450152,-0.10411273,0.10655883,1
0.95567054,0.088223227,0.1014563,-0.011591417,-0.10567081,0.10891603,1
0.95519184,0.091964761,0.10063463,-0.015738152,-0.095928663,0.1029819,1
0.9547596,0.094367465,0.09777557,-0.022131404,-0.069446635,0.09173915,1
0.95458478,0.096904395,0.10009653,-0.025150362,-0.072989871,0.092565469,1
0.95436401,0.098411385,0.10587433,-0.027327909,-0.062340141,0.083386835,1
0.95317665,0.1005265,0.11129932,-0.02932468,-0.061782447,0.078412869,1
0.94839356,0.10631034,0.12425746,-0.031191615,-0.068684192,0.083468342,1
0.94109912,0.11177305,0.14312619,-0.029118217,-0.081051861,0.094748701,1
-0.21109568,0.36136096,0.87375831,0.18033299,-0.33196231,0.78156629,3
-0.44110508,0.30360254,0.97168192,0.16392789,-0.34136161,0.45822176,3
-0.43598721,0.31474518,0.96206119,0.097364348,-0.25501411,0.22167098,3
-0.43535164,0.32949705,0.95780918,0.02260858,-0.14922188,0.09946656,3
-0.44097943,0.34579768,0.95272375,-0.029822194,-0.11642933,0.053587862,3
-0.42992253,0.34978726,0.95007856,-0.041204642,-0.077642477,0.053143042,3
-0.40310836,0.35206701,0.94708708,-0.041328371,-0.00529649,0.058413361,3
-0.41052766,0.35161774,0.94729063,-0.035837906,-0.052582026,0.073740637,3
-0.43447058,0.34666939,0.95130113,-0.034948967,-0.081675574,0.085904075,3
-0.43493395,0.34108531,0.95314305,-0.031759557,-0.060180368,0.086375571,3
-0.44459204,0.33129472,0.95746405,-0.030512295,-0.061642036,0.087211978,3
-0.45867873,0.32166574,0.96235886,-0.022016373,-0.094722563,0.087230551,3
-0.46414499,0.31644182,0.9647994,-0.024512403,-0.080498775,0.087869244,3
-0.46716469,0.45157785,0.87890349,0.38206022,-0.39215721,0.54896247,3
-0.56439508,0.36623972,0.96000696,0.20858352,-0.28366215,0.31392439,3
-0.49909214,0.39302219,0.93299312,0.067200685,-0.13394471,0.1541915,3
-0.50833155,0.3801021,0.94195011,-0.001609918,-0.10193978,0.085220205,3
-0.53596299,0.36353908,0.94907968,-0.036465321,-0.055459707,0.059898631,3
-0.55538334,0.35904947,0.94972298,-0.040250208,-0.079203409,0.063193993,3
-0.57484209,0.35497118,0.9510256,-0.039034533,-0.085315568,0.077084131,3
-0.58151845,0.35144085,0.95188723,-0.02917255,-0.10013929,0.08455878,3
-0.58189045,0.34904068,0.95257658,-0.027199775,-0.085743631,0.084108829,3
-0.57312671,0.35197357,0.95194333,-0.033324444,-0.053863957,0.083785469,3
-0.57762152,0.35078703,0.95309845,-0.028369673,-0.07252895,0.087529018,3
-0.57873496,0.34901835,0.95438789,-0.028520435,-0.064712074,0.086759034,3
-0.57952696,0.34729057,0.95487063,-0.024826015,-0.080650642,0.086599014,3
-0.58058763,0.34608285,0.95434116,-0.028628923,-0.06447546,0.088018695,3
-0.58234521,0.34538416,0.95382659,-0.02305798,-0.098648376,0.088258075,3
-0.57959785,0.34608076,0.95394909,-0.028959868,-0.07164548,0.086917699,3
0.88229235,-0.17728,-0.34648839,0.4704263,-0.2347828,-0.50548533,4
0.86717726,-0.16894967,-0.35458637,0.1287568,-0.13193799,-0.012852405,4
0.87107245,-0.16808755,-0.36185455,-0.067546982,-0.036397548,0.21152256,4
0.884226,-0.17365522,-0.36180611,0.030813035,-0.11468408,-0.016125285,4
0.88371298,-0.17645763,-0.35503461,0.041265627,-0.17412622,-0.057040613,4
0.87366716,-0.17323739,-0.34925389,-0.11430031,-0.059175609,0.22168024,4
0.87014165,-0.16538962,-0.35239735,-0.1349366,-0.021007654,0.23405751,4
0.8715536,-0.16044664,-0.35837152,-0.002736903,-0.048258596,0.06814999,4
0.87006653,-0.16047557,-0.35737711,0.077511083,-0.10991422,-0.004752035,4
0.87110914,-0.15993623,-0.35712334,-0.008665138,-0.17011714,0.001070738,4
0.86852077,-0.16412647,-0.35789773,-0.11219152,-0.022452559,0.18451443,4
0.8688471,-0.16585331,-0.35869349,-0.085508373,-0.012082963,0.12565351,4
0.88949586,-0.12749868,-0.34178216,0.45920125,-0.11030556,-0.33160438,4
0.8877113,-0.15447395,-0.33637287,0.21129706,-0.14319628,-0.053861806,4
0.88410311,-0.15706579,-0.34496343,0.141039,-0.14063054,-0.17303187,4
0.87932173,-0.1590627,-0.35260509,0.057739038,-0.15770911,-0.077559311,4
0.87833136,-0.16232307,-0.35252235,-0.090088861,-0.087207495,0.16206439,4
0.87603869,-0.15783917,-0.35064169,-0.094826225,-0.048945997,0.19461082,4
0.87438379,-0.15704584,-0.35143166,-0.046014031,0.004717715,0.166967,4
0.88153843,-0.1634306,-0.35756496,0.004124524,-0.09664242,0.034526668,4
0.88208172,-0.16816233,-0.35539508,0.016840723,-0.16122869,-0.03862174,4
0.88172587,-0.16324466,-0.34002893,-0.06235623,0.012341174,0.15703449,4
0.88514219,-0.1575875,-0.33901221,-0.097416783,-0.076953636,0.22625162,4
0.87442956,-0.16083751,-0.35669881,-0.03379891,-0.018070476,0.074816772,4
0.88779245,-0.14476305,-0.28123223,-0.31339841,0.075938071,0.25558271,5
0.90006661,-0.12998302,-0.25611812,-0.55964977,0.10581493,0.5298922,5
0.90767231,-0.12863545,-0.2691811,-0.42710008,-0.050756926,0.33922591,5
0.8972881,-0.13552465,-0.29255943,-0.19787149,-0.054174323,0.080552793,5
0.89078609,-0.13132516,-0.29785899,0.099420479,-0.17412776,0.006765339,5
0.89931403,-0.14574749,-0.29516064,0.57131603,-0.30338599,-0.28964902,5
0.86364951,-0.13136269,-0.31766378,0.37533935,-0.16004648,-0.30087928,5
0.87758243,-0.14936097,-0.30561556,-0.28297494,0.011394554,0.16097627,5
0.8854851,-0.14956941,-0.32832149,-0.34610038,0.11486985,0.29203606,5
0.88938226,-0.14873659,-0.33651495,-0.12630598,0.01924026,0.23281957,5
0.8835686,-0.1545238,-0.32875442,0.016471392,-0.23728964,-0.07046941,5
0.88483231,-0.16136559,-0.31637511,0.42393906,-0.36039272,-0.2965326,5
0.87018643,-0.17208838,-0.29734123,-0.61813643,0.15531723,0.63398192,5
0.88094487,-0.17167467,-0.29376837,-0.82390857,0.21245421,0.84953111,5
0.87999925,-0.16659995,-0.31789055,-0.42720665,0.06864726,0.49411028,5
0.8725889,-0.16198183,-0.33007123,-0.23343616,0.062008913,0.11217949,5
0.87924169,-0.15544478,-0.33570843,-0.026628996,-0.076294569,0.054607618,5
0.8907462,-0.16214845,-0.33049457,0.47968877,-0.39468388,-0.33233263,5
0.85464659,-0.21745416,-0.3752258,0.63685526,-0.20962879,-0.42605838,6
0.83011678,-0.25463863,-0.36861861,0.46351493,-0.31872546,-0.69818906,6
0.79533268,-0.27197702,-0.39399373,0.47306965,-0.39885986,-0.85373664,6
0.80948513,-0.27711535,-0.38357368,0.19071399,-0.14567214,-0.068303617,6
0.82013478,-0.27871337,-0.38379861,0.11980029,-0.08221202,0.12484231,6
0.81577608,-0.2758205,-0.38865413,0.022694788,-0.008369576,0.26020062,6
0.817961,-0.25720352,-0.38420645,-0.42181793,0.1354509,0.66584734,6
0.8122634,-0.24758144,-0.39953618,-0.37846705,0.069117977,0.34897214,6
0.83619999,-0.25806332,-0.38382378,0.53104511,-0.35802182,-0.90285978,6
0.7816176,-0.2792879,-0.4185139,0.56052057,-0.25355229,-0.82023108,6
0.76623174,-0.27334666,-0.41750797,0.55967462,-0.28563874,-0.34028798,6
0.80171134,-0.27235434,-0.38263992,0.17585151,-0.29563366,0.002506521,6
0.80358562,-0.26770086,-0.40065795,0.02230189,-0.16312978,-0.20207543,6
0.79283448,-0.26040077,-0.42374259,-0.2084646,-0.02142843,0.15080048,6
0.84775378,-0.24703845,-0.38485666,0.5388977,-0.25810568,-0.52037264,6
0.79653393,-0.26646453,-0.41203227,0.55181358,-0.17124009,-0.2854384,6
0.78534084,-0.2658608,-0.40326324,0.45924509,-0.31182226,-0.33915922,6
0.79737496,-0.26226277,-0.39642618,0.059044769,-0.25638773,-0.22843521,6
0.79712639,-0.26656227,-0.40193032,0.049924253,-0.033582136,-0.31272605,6
0.78845877,-0.26765222,-0.40288824,-0.20180055,0.008743101,0.29404737,6
0.9373294,-0.17051241,0.22273028,-0.08343562,-0.13576627,0.076595326,2
0.93767886,-0.1741753,0.22142744,-0.073175372,-0.12723604,0.077941004,2
0.93578462,-0.17311074,0.22345589,-0.044551048,-0.10949591,0.096143775,2
0.93652139,-0.17140813,0.22487484,-0.012295217,-0.088687871,0.10160391,2
0.93664711,-0.16815106,0.22797973,-0.021971753,-0.078623332,0.10371834,2
0.93561545,-0.16731278,0.23034164,-0.040124016,-0.073900291,0.090627534,2
0.93397245,-0.17404736,0.23141998,-0.033037235,-0.073421243,0.069747926,2
0.93471805,-0.17389138,0.22969286,-0.029039195,-0.073963666,0.076964971,2
0.93693898,-0.16813769,0.2265929,-0.024095144,-0.069129848,0.092451694,2
0.93655953,-0.16714792,0.22678927,-0.023928162,-0.074558836,0.10049722,2
0.9354883,-0.17113616,0.22773404,-0.0277882,-0.080628239,0.093231541,2
0.95570956,-0.14231921,0.17000113,-0.017846172,-0.046701367,0.052641088,2
0.95345752,-0.15864583,0.16568159,-0.03060463,-0.055751347,0.074842854,2
0.95487246,-0.15764303,0.16227712,-0.02274509,-0.068024647,0.10029502,2
0.95488709,-0.15818964,0.16224876,-0.026403571,-0.071846239,0.093352454,2
0.95415686,-0.15900955,0.16303047,-0.028027099,-0.075593891,0.090013481,2
0.95456292,-0.15748668,0.16166852,-0.028094152,-0.075065493,0.094603416,2
0.95537424,-0.15647913,0.16052493,-0.028306287,-0.074833755,0.097445741,2
0.95516583,-0.16030691,0.15975153,-0.02693927,-0.073126915,0.08291214,2
0.95467014,-0.1638212,0.15970883,-0.026315793,-0.072128865,0.077808886,2
0.95427583,-0.16041459,0.16172084,-0.03197555,-0.066637734,0.078507683,2
0.8350533,0.27314958,0.27137369,-0.082643726,-0.061139064,0.40621298,1
0.81936019,0.35222776,0.24673846,-0.067267937,-0.054992173,0.33354043,1
0.81897268,0.33071273,0.24702863,-0.048187007,-0.062949698,0.22684026,1
0.81914909,0.33372255,0.24884369,-0.033176092,-0.072108414,0.13999009,1
0.81921744,0.33479735,0.24631866,-0.027096157,-0.075069133,0.084210726,1
0.8190871,0.33456458,0.24397534,-0.025571174,-0.0714262,0.07345811,1
0.81842047,0.33609609,0.2443808,-0.025136402,-0.071313898,0.079773236,1
0.81855579,0.33566362,0.24606087,-0.026864866,-0.07515282,0.078665444,1
0.81921008,0.33464884,0.24636095,-0.026794587,-0.075193769,0.083531396,1
0.81926794,0.33415499,0.24570177,-0.027292518,-0.073753482,0.084476229,1
0.81953574,0.33388675,0.24603574,-0.02814511,-0.074176605,0.085939123,1
0.82026407,0.33400806,0.24605433,-0.028610442,-0.079863953,0.078946879,1
0.81839418,0.33675364,0.24530784,-0.028965508,-0.076957439,0.074711529,1
0.81397997,0.34324001,0.24395332,-0.029044453,-0.068650074,0.084564446,1
0.9139705,0.066138545,0.30443377,-0.20157536,-0.2966945,-0.75566521,1
0.92779782,0.02524354,0.25702547,-0.13384223,-0.14020715,-0.44863416,1
0.92675661,0.047113653,0.252091,-0.077249201,-0.067324641,-0.125838,1
0.92745213,0.050300087,0.25173475,-0.040318777,-0.053016045,0.051013992,1
0.92698285,0.047943927,0.25217201,-0.023693452,-0.056097712,0.11796615,1
0.9271423,0.04953152,0.25181642,-0.019614077,-0.061473951,0.12700648,1
0.92658527,0.052199347,0.25237887,-0.02189172,-0.07074414,0.12333342,1
0.92596939,0.053092808,0.25272804,-0.024799119,-0.073289341,0.10229612,1
0.92662318,0.053017269,0.25222555,-0.026792194,-0.074500102,0.087421386,1
0.92702553,0.053359354,0.2523166,-0.027868451,-0.075991679,0.086156704,1
0.92715662,0.053375051,0.25279044,-0.027941436,-0.076384881,0.086539783,1
0.92757524,0.052442012,0.25212428,-0.029215447,-0.067738697,0.10296748,1
-0.15142676,0.94277314,0.19942108,-0.000969656,0.21612347,0.80157166,3
-0.13203058,0.93054555,0.18311728,0.001455511,0.094381185,0.47403314,3
-0.12194899,0.93059661,0.18919379,-0.008413621,-0.007553861,0.23272119,3
-0.12829154,0.93266007,0.18681022,-0.017968297,-0.06557094,0.10167833,3
-0.12868022,0.93256452,0.18562441,-0.026776509,-0.086920813,0.049240926,3
-0.13005039,0.93303104,0.18682788,-0.028584722,-0.090660791,0.049728378,3
-0.13374226,0.93351218,0.18880411,-0.027722214,-0.085910806,0.066347531,3
-0.13515178,0.93352752,0.18974201,-0.027797224,-0.077571135,0.077417772,3
-0.13391257,0.9336501,0.18886225,-0.028496472,-0.074566308,0.08505069,3
-0.13365013,0.9337534,0.18813574,-0.028104972,-0.07473404,0.090141278,3
-0.13378993,0.93400367,0.18800206,-0.027850517,-0.07379202,0.089359729,3
-0.13332904,0.93415946,0.18748386,-0.028721991,-0.072533924,0.086022801,3
-0.13367598,0.93350404,0.18748346,-0.027638502,-0.072786827,0.085892574,3
-0.13411376,0.93328896,0.18785481,-0.026935158,-0.074896861,0.085130883,3
-0.14880324,0.94454282,0.15983319,0.073379123,0.17369128,0.63354309,3
-0.12401089,0.93375406,0.16496946,0.017134294,0.053404469,0.35638207,3
-0.12592083,0.93557809,0.16838826,-0.019711813,-0.034104449,0.16524614,3
-0.12856384,0.93635581,0.16841313,-0.034883587,-0.077751775,0.07239448,3
-0.12801568,0.93605419,0.16915067,-0.036954296,-0.090131557,0.050087106,3
-0.12826569,0.93546017,0.16907295,-0.034433423,-0.087673473,0.055338089,3
-0.12840688,0.93498145,0.16843698,-0.030838401,-0.08295993,0.067326054,3
-0.12856062,0.93524327,0.16847488,-0.028440427,-0.078206063,0.080105029,3
